idEntrada,state,usuarioOnline,statusSaida,paginaSaida,avaliacao,dataHoraEntrada,dataHoraSaida,dataHoraErro,tempoAcesso,codigo,erro
295,GO,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:05,18/05/2021 18:04,480,500,"""INTERNAL SERVER ERROR"""
296,ES,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,248,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
297,PI,0,20%,4,positiva,18/05/2021 17:57,18/05/2021 18:05,18/05/2021 18:04,464,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
298,BA,0,100%,0,n/ avaliado,18/05/2021 17:57,18/05/2021 17:58,18/05/2021 17:58,78,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
299,PA,0,100%,0,n/ avaliado,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,243,500,"""CLIENTE NAO CADASTRADO"""
300,MT,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:04,18/05/2021 18:02,390,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
301,AP,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,154,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
302,AL,0,100%,0,n/ avaliado,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,150,550,"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
303,GO,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:59,127,500,"""INTERNAL SERVER ERROR"""
304,PR,0,40%,3,n/ avaliado,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:58,114,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
305,SC,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,188,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
306,BA,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:00,280,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
307,PA,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 17:57,18/05/2021 17:57,200,500,"""CLIENTE NAO CADASTRADO"""
308,TO,0,100%,0,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,265,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
309,SP,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:03,388,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
310,PI,0,60%,2,n/ avaliado,18/05/2021 17:57,18/05/2021 18:05,18/05/2021 18:04,485,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
311,RO,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:04,18/05/2021 18:02,396,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
312,SE,0,60%,2,positiva,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:02,331,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
313,GO,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 17:58,18/05/2021 17:56,33,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
314,AL,0,100%,0,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,168,550,"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
315,PB,1,80%,1,positiva,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 18:00,198,500,"""INTERNAL SERVER ERROR"""
316,BA,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,324,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
317,PR,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,227,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
318,PR,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:58,89,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
319,MA,1,80%,1,positiva,18/05/2021 17:57,18/05/2021 18:04,18/05/2021 18:03,442,500,"""INTERNAL SERVER ERROR"""
320,AL,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:02,349,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
321,BA,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:01,268,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
322,BA,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:03,386,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
323,MS,1,80%,1,n/ avaliado,18/05/2021 17:57,18/05/2021 17:58,18/05/2021 17:56,79,500,"""CLIENTE NAO CADASTRADO"""
324,SP,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:00,319,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
325,MA,0,100%,0,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,177,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
326,RN,0,100%,0,n/ avaliado,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,322,550,"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
327,RO,0,20%,4,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 17:59,233,500,"""INTERNAL SERVER ERROR"""
328,MA,0,100%,0,n/ avaliado,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:02,316,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
329,SC,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:04,18/05/2021 18:03,400,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
330,TO,0,20%,4,n/ avaliado,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:01,241,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
331,PE,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:02,362,500,"""CLIENTE NAO CADASTRADO"""
332,SP,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:57,97,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
333,PR,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,153,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
334,TO,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:04,18/05/2021 18:03,422,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
335,MA,1,80%,1,n/ avaliado,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,285,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
336,RO,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 17:57,18/05/2021 17:57,200,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
337,MS,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 17:58,18/05/2021 17:57,76,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
338,PB,0,40%,3,n/ avaliado,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,216,550,"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
339,SC,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:02,344,500,"""INTERNAL SERVER ERROR"""
340,MT,0,20%,4,positiva,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,228,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
341,MT,0,60%,2,positiva,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,315,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
342,RO,0,100%,0,positiva,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:01,355,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
343,CE,0,60%,2,n/ avaliado,18/05/2021 17:57,18/05/2021 18:04,18/05/2021 18:04,441,500,"""CLIENTE NAO CADASTRADO"""
344,MS,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:01,247,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
345,MG,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:01,234,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
346,SP,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 17:58,18/05/2021 17:57,30,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
347,PA,0,20%,4,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:01,252,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
348,MS,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,171,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
349,PR,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:59,123,500,"""CLIENTE NAO CADASTRADO"""
350,SP,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,218,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
351,GO,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:02,362,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
352,MS,0,20%,4,n/ avaliado,18/05/2021 17:57,18/05/2021 17:57,18/05/2021 17:57,1,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
353,PA,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 18:00,189,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
354,MG,1,80%,1,positiva,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,254,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
355,RN,0,60%,2,positiva,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:58,133,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
356,RN,0,20%,4,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:00,280,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
357,MA,0,40%,3,n/ avaliado,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,289,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
358,PA,0,60%,2,n/ avaliado,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:01,236,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
359,ES,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 17:56,18/05/2021 17:55,200,500,"""CHAVE PIX INCORRETA"""
360,RJ,0,40%,3,n/ avaliado,18/05/2021 17:57,18/05/2021 18:06,18/05/2021 18:05,549,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
361,ES,1,80%,1,n/ avaliado,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 17:59,215,550,"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
362,GO,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,318,500,"""INTERNAL SERVER ERROR"""
363,RR,0,20%,4,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:00,273,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
364,SC,1,80%,1,positiva,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:02,363,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
365,SC,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:02,338,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
366,PB,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,215,500,"""CLIENTE NAO CADASTRADO"""
367,PI,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:00,285,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
368,SC,0,100%,0,n/ avaliado,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:58,127,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
369,BA,0,60%,2,n/ avaliado,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:02,343,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
370,RN,0,60%,2,n/ avaliado,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,185,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
371,AP,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:06,18/05/2021 18:05,530,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
372,MA,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 17:58,18/05/2021 17:57,42,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
373,AC,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:58,184,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
374,BA,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:02,339,500,"""CHAVE PIX INCORRETA"""
375,CE,0,60%,2,positiva,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:02,301,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
376,SE,0,20%,4,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,169,550,"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
377,PR,0,40%,3,n/ avaliado,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:59,120,500,"""INTERNAL SERVER ERROR"""
378,MG,1,80%,1,n/ avaliado,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:01,257,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
379,RJ,1,80%,1,positiva,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:01,238,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
380,AC,0,20%,4,negativa,18/05/2021 17:57,18/05/2021 17:57,18/05/2021 17:56,25,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
381,RS,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,244,500,"""CLIENTE NAO CADASTRADO"""
382,MA,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,263,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
383,SP,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,261,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
384,MG,0,40%,3,n/ avaliado,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:58,113,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
385,AL,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,297,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
386,AM,0,20%,4,negativa,18/05/2021 17:57,18/05/2021 18:04,18/05/2021 18:04,405,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
387,RR,1,80%,1,positiva,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,295,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
388,PI,1,80%,1,positiva,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:58,104,550,"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
389,AM,0,100%,0,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,188,500,"""INTERNAL SERVER ERROR"""
390,AM,1,80%,1,n/ avaliado,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,282,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
391,MG,0,20%,4,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,162,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
392,SP,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 17:57,18/05/2021 17:56,200,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
393,AL,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:01,346,500,"""CLIENTE NAO CADASTRADO"""
394,AM,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:58,140,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
395,GO,0,100%,0,n/ avaliado,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:58,171,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
396,RR,1,80%,1,positiva,18/05/2021 17:57,18/05/2021 18:04,18/05/2021 18:04,420,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
397,AP,1,80%,1,positiva,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:58,147,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
398,AM,0,100%,0,n/ avaliado,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:01,341,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
399,RR,0,100%,0,n/ avaliado,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:57,89,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
400,RN,0,20%,4,n/ avaliado,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 18:00,197,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
401,RN,0,20%,4,n/ avaliado,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,231,500,"""CHAVE PIX INCORRETA"""
402,RO,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:58,100,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
403,PA,0,20%,4,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:58,164,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
404,TO,0,60%,2,n/ avaliado,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,237,550,"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
405,PI,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,320,500,"""INTERNAL SERVER ERROR"""
406,AL,0,60%,2,positiva,18/05/2021 17:57,18/05/2021 17:58,18/05/2021 17:56,42,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
407,GO,0,40%,3,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,198,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
408,RN,0,100%,0,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:01,331,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
409,MT,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 18:00,175,500,"""CLIENTE NAO CADASTRADO"""
410,MG,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:01,267,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
411,BA,1,80%,1,n/ avaliado,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,299,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
412,MA,0,40%,3,n/ avaliado,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:00,272,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
413,CE,1,80%,1,positiva,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:02,318,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
414,AC,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 17:59,225,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
415,AC,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,190,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
416,AC,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 17:56,18/05/2021 17:55,200,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
417,AM,0,20%,4,positiva,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,229,500,"""CHAVE PIX INCORRETA"""
418,RR,1,80%,1,n/ avaliado,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,292,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
419,AM,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:01,304,550,"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
420,TO,0,100%,0,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,173,500,"""INTERNAL SERVER ERROR"""
421,AP,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:05,18/05/2021 18:04,454,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
422,MS,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:00,274,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
423,AP,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,255,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
424,SP,1,80%,1,n/ avaliado,18/05/2021 17:57,18/05/2021 18:04,18/05/2021 18:02,393,500,"""CLIENTE NAO CADASTRADO"""
425,AM,0,20%,4,negativa,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:59,154,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
426,RJ,0,40%,3,n/ avaliado,18/05/2021 17:57,18/05/2021 18:00,18/05/2021 17:58,186,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
427,AP,1,80%,1,positiva,18/05/2021 17:57,18/05/2021 18:06,18/05/2021 18:05,528,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
428,AP,0,60%,2,n/ avaliado,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:00,241,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
429,GO,1,80%,1,positiva,18/05/2021 17:57,18/05/2021 18:04,18/05/2021 18:03,436,500,"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
430,RO,0,40%,3,positiva,18/05/2021 17:57,18/05/2021 17:58,18/05/2021 17:57,67,550,"""ERRO NA VALIDACAO DE DADOS BASICOS"""
431,MS,0,20%,4,positiva,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 17:59,217,500,"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
432,RR,0,60%,2,positiva,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:02,285,500,"""CHAVE PIX INCORRETA"""
433,ES,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:00,276,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
434,RR,0,20%,4,negativa,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:58,119,550,"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
435,AL,1,80%,1,negativa,18/05/2021 17:57,18/05/2021 18:01,18/05/2021 18:01,242,500,"""INTERNAL SERVER ERROR"""
436,SC,0,60%,2,n/ avaliado,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:58,111,550,"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
437,MA,0,100%,0,negativa,18/05/2021 17:57,18/05/2021 18:02,18/05/2021 18:03,326,500,"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
438,TO,0,60%,2,negativa,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:02,370,550,"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
439,MS,0,100%,0,negativa,18/05/2021 17:57,18/05/2021 17:57,18/05/2021 17:56,200,500,"""CLIENTE NAO CADASTRADO"""
440,RS,1,80%,1,positiva,18/05/2021 17:57,18/05/2021 18:03,18/05/2021 18:03,388,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
441,SE,1,80%,1,n/ avaliado,18/05/2021 17:57,18/05/2021 17:59,18/05/2021 17:58,91,550,"""NAO ENCONTROU DADOS PARA A SELECAO"""
